# wavelength Total_Reflection Total_Transmission Absorption 
4.935 0.9569534659 2.027366586e-08 0.04304651379 
4.94 0.956543088 2.018431112e-08 0.04345689186 
4.945 0.9561064243 2.00957533e-08 0.04389355557 
4.95 0.9556927681 2.000801793e-08 0.0443072119 
4.955 0.9551865458 1.992185153e-08 0.04481343423 
4.96 0.954705596 1.983977337e-08 0.04529438419 
4.965 0.9542940855 1.977321764e-08 0.04570589472 
4.97 0.9537285566 1.970322487e-08 0.04627142366 
4.975 0.953273654 1.963813927e-08 0.04672632638 
4.98 0.9527555108 1.957248517e-08 0.04724446962 
4.985 0.9522813559 1.950894158e-08 0.04771862463 
4.99 0.9517040253 1.944556007e-08 0.04829595529 
4.995 0.9511280656 1.938297459e-08 0.04887191503 
5 0.9505648017 1.932124508e-08 0.04943517899 
5.005 0.9500927925 1.926329695e-08 0.04990718823 
5.01 0.9494532347 1.920350013e-08 0.05054674612 
5.015 0.9488745928 1.914729549e-08 0.05112538807 
5.02 0.9482108355 1.909005651e-08 0.05178914545 
5.025 0.9476224184 1.903463692e-08 0.05237756256 
5.03 0.9469349384 1.89797659e-08 0.05306504259 
5.035 0.9462646246 1.892660394e-08 0.05373535648 
5.04 0.9456107616 1.88751373e-08 0.05438921948 
5.045 0.9448869824 1.882431802e-08 0.05511299873 
5.05 0.9441776276 1.877411462e-08 0.05582235366 
5.055 0.9434432387 1.872652442e-08 0.05655674254 
5.06 0.9427461028 1.868078811e-08 0.05725387851 
5.065 0.9419387579 1.863475932e-08 0.05806122347 
5.07 0.9412030578 1.859066734e-08 0.05879692364 
5.075 0.9403663874 1.854755345e-08 0.05963359409 
5.08 0.9394850731 1.850554608e-08 0.0605149084 
5.085 0.9387786388 1.846678381e-08 0.06122134269 
5.09 0.9378399253 1.842751521e-08 0.06216005628 
5.095 0.9369679689 1.83910476e-08 0.06303201267 
5.1 0.9360038638 1.83541355e-08 0.06399611783 
5.105 0.9350837469 1.831958693e-08 0.06491623477 
5.11 0.9341314435 1.828773004e-08 0.06586853821 
5.115 0.9331109524 1.825569874e-08 0.06688902937 
5.12 0.9321063161 1.822649991e-08 0.06789366568 
5.125 0.9310897589 1.819920602e-08 0.06891022293 
5.13 0.9299891591 1.817376034e-08 0.07001082272 
5.135 0.928986311 1.815108329e-08 0.07101367089 
5.14 0.9278506041 1.812880732e-08 0.07214937781 
5.145 0.9266473055 1.810736515e-08 0.0733526764 
5.15 0.9254456162 1.808908594e-08 0.07455436567 
5.155 0.9243257046 1.807571583e-08 0.07567427735 
5.16 0.9230574369 1.806117596e-08 0.076942545 
5.165 0.9217625856 1.804848263e-08 0.07823739631 
5.17 0.9204781651 1.803198278e-08 0.07952181682 
5.175 0.9190363884 1.801309438e-08 0.08096359359 
5.18 0.9176658988 1.79999894e-08 0.0823340832 
5.185 0.9162305593 1.798660704e-08 0.08376942266 
5.19 0.914817512 1.79791307e-08 0.08518246999 
5.195 0.9132014513 1.797076286e-08 0.08679853073 
5.2 0.9116829634 1.796861605e-08 0.08831701866 
5.205 0.9101500511 1.796862696e-08 0.08984993091 
5.21 0.9084198475 1.797052353e-08 0.09158013454 
5.215 0.9066742659 1.797567731e-08 0.09332571616 
5.22 0.9050343633 1.79857881e-08 0.09496561874 
5.225 0.9033128023 1.799952472e-08 0.09668717969 
5.23 0.9015063643 1.801618474e-08 0.09849361764 
5.235 0.899428308 1.80336602e-08 0.100571674 
5.24 0.8976891041 1.805901823e-08 0.1023108779 
5.245 0.8956683874 1.808674838e-08 0.1043315945 
5.25 0.8937261105 1.811946171e-08 0.1062738714 
